id,make,model,type,country,engine,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,,,,,,,,,,"19,640","22,095","24,550","27,005","29,460","31,915"
126,Fiat,Motorhome,-,USA,2300,-,-,-,-,"30,000","33,000","36,000","39,000","42,000","45,000"
,,,,,,,,,,"36,825","40,508","44,190","47,873","51,555","55,238"
127,Ford,Mustang Mach,Select/ Premium,China,Electric,-,-,-,-,-,"30,000","32,000","32,000","35,000","38,000"
,,,,,,,,,,,"19,005","20,272","20,272","22,173","24,073"
128,Ford,Mustang Mach,California/ GT,China,Electric,-,-,-,-,-,"40,000","43,000","40,000","44,000","48,000"
,,,,,,,,,,,"25,340","27,241","25,340","27,874","30,408"
129,Ford,Ecosport,-,Thailand,1000,-,-,-,-,"9,000","10,000","11,000","12,000","13,000","14,000"
,,,,,,,,,,"7,038","7,820","8,602","9,384","10,166","10,948"
130,Ford,Ecosport,-,Thailand,1500,-,-,-,-,"11,000","12,000","13,000","14,000","15,000","16,000"
,,,,,,,,,,"13,503","14,730","15,958","17,185","18,413","19,640"
131,Ford,Territory,-,China,1500,"10,000","11,000","12,000","13,000","14,000","15,000","16,000","18,000","19,000","20,000"
,,,,,,"12,275","13,503","14,730","15,958","17,185","18,413","19,640","22,095","23,323","24,550"
132,Ford,Bronco,Sport,USA,1.5l (181HP),"14,000","15,000","16,000","17,000","19,000","21,000","23,000","25,000","27,000","29,000"
,,,,,,"17,185","18,413","19,640","20,868","23,323","25,778","28,233","30,688","33,143","35,598"
133,Ford,Everest,Sport,Thailand,2000,"16,000","17,000","19,000","20,000","22,000","23,000","24,000","26,000","27,000","28,000"
,,,,,,"19,640","20,868","23,323","24,550","27,005","28,233","29,460","31,915","33,143","34,370"
134,Ford,Everest,Titanium/ Limited,Thailand,2000,"17,000","18,000","20,000","21,000","23,000","25,000","28,000","29,000","31,000","33,000"
,,,,,,"20,868","22,095","24,550","25,778","28,233","30,688","34,370","35,598","38,053","40,508"
135,Ford,Bronco,Sport,USA,2.0l (250HP),"17,000","18,000","20,000","21,000","23,000","25,000","28,000","29,000","30,000","32,000"
,,,,,,"20,868","22,095","24,550","25,778","28,233","30,688","34,370","35,598","36,825","39,280"
136,Ford,"Tourneo/ 
Wowsen/ Watson",-,China,2000,-,-,-,-,-,"27,000","30,000","33,000","36,000","39,000"
,,,,,,,,,,,"33,143","36,825","40,508","44,190","47,873"
137,Ford,Mustang,-,USA,2300,"17,000","18,000","19,000","20,000","21,000","22,000","23,000","24,000","26,000","28,000"
,,,,,,"20,868","22,095","23,323","24,550","25,778","27,005","28,233","29,460","31,915","34,370"
138,Ford,Explorer,Base/XLT,USA,2300,"18,000","19,000","20,000","21,000","23,000","25,000","27,000","29,000","31,000","33,000"
,,,,,,"22,095","23,323","24,550","25,778","28,233","30,688","33,143","35,598","38,053","40,508"
139,Ford,Explorer,ST/ Limited/,USA,2300,"21,000","23,000","26,000","29,000","32,000","35,000","38,000","41,000","44,000","47,000"
,,,Timberline,,,"25,778","28,233","31,915","35,598","39,280","42,963","46,645","50,328","54,010","57,693"
140,Ford,Bronco,-,USA,2.3l (300HP),"20,000","21,000","22,000","23,000","25,000","27,000","29,000","31,000","33,000","35,000"
,,,,,,"24,550","25,778","27,005","28,233","30,688","33,143","35,598","38,053","40,508","42,963"
141,Ford,Bronco,-,USA,2.7l (330HP),"23,000","24,000","25,000","26,000","28,000","30,000","32,000","34,000","36,000","38,000"
,,,,,,"28,233","29,460","30,688","31,915","34,370","36,825","39,280","41,735","44,190","46,645"
142,Ford,Explorer,ST/Platinum/ King,USA,3000,"24,000","26,000","29,000","32,000","35,000","38,000","41,000","44,000","47,000","50,000"
,,,Ranch,,,"29,460","31,915","35,598","39,280","42,963","46,645","50,328","54,010","57,693","61,375"
143,Ford,Bronco,Raptor,USA,3000,-,-,-,-,-,-,"62,000","67,000","72,000","77,000"
,,,,,,,,,,,,"76,105","82,243","88,380","94,518"
144,Ford,Expedition,"XL/ XLT/ Limited/ 
Timerline",USA,3500,"28,000","31,000","34,000","37,000","40,000","43,000","46,000","49,000","52,000","55,000"
,,,,,,"36,449","40,354","44,260","48,165","52,070","55,975","59,881","63,786","67,691","71,596"
145,Ford,Expedition,King Ranch/,USA,3500,"30,000","34,000","38,000","42,000","47,000","52,000","57,000","62,000","67,000","72,000"
,,,Platinum,,,"39,053","44,260","49,467","54,674","61,182","67,691","74,200","80,709","87,217","93,726"
146,Ford,Motorhome,-,USA,3500,"31,000","38,500","46,000","53,500","61,000","67,000","73,000","80,000","87,000","95,000"
,,,,,,"40,354","50,117","59,881","69,644","79,407","87,217","95,028","104,140","113,252","123,666"
147,Ford,Mustang,GT,USA,5000,"40,300","40,900","41,500","42,100","42,700","43,300","43,900","44,500","45,100","46,000"
,,,,,,"52,461","53,242","54,023","54,804","55,585","56,366","57,147","57,928","58,709","59,881"
148,Ford,Mustang,Mach,USA,5000,"40,600","41,900","43,200","44,500","45,800","47,100","48,400","49,700","51,000","53,000"
,,,,,,"52,851","54,543","56,236","57,928","59,620","61,312","63,005","64,697","66,389","68,993"
149,Ford,Mustang,Shelby GT500,USA,5200,"53,100","55,400","57,700","60,000","62,300","64,600","66,900","69,200","71,500","75,000"
,,,,,,"69,123","72,117","75,111","78,105","81,099","84,093","87,087","90,081","93,075","97,631"
150,Ford,Motorhome,-,USA,6800,"53,000","55,000","60,000","65,000","70,000","75,000","80,000","86,000","93,000","100,000"
,,,,,,"68,993","71,596","78,105","84,614","91,123","97,631","104,140","111,951","121,063","130,175"
151,Genesis,GV60,-,Korea,Electric,-,-,-,-,-,-,-,"50,000","54,000","58,000"
,,,,,,,,,,,,,"31,675","34,209","36,743"
152,Genesis,G70,-,Korea,2000,"14,000","16,000","18,000","20,000","22,000","24,000","26,000","28,000","31,000","34,000"
,,,,,,"17,185","19,640","22,095","24,550","27,005","29,460","31,915","34,370","38,053","41,735"
153,Genesis,GV70,-,Korea,2500,-,-,-,-,-,-,"31,000","34,000","37,000","40,000"
,,,,,,,,,,,,"38,053","41,735","45,418","49,100"
154,Genesis,G80/ GV80,-,Korea,2500,"23,000","25,000","27,000","29,000","31,000","33,000","36,000","39,000","42,000","45,000"
,,,,,,"28,233","30,688","33,143","35,598","38,053","40,508","44,190","47,873","51,555","55,238"
155,Genesis,G70,-,Korea,3300,"24,800","26,600","28,400","30,200","32,000","33,800","35,600","37,400","39,200","42,000"
,,,,,,"32,283","34,627","36,970","39,313","41,656","43,999","46,342","48,685","51,029","54,674"
156,Genesis,G90,-,Korea,3300,"30,000","34,000","38,000","42,000","46,000","50,000","55,000","60,000","65,000","70,000"
,,,,,,"39,053","44,260","49,467","54,674","59,881","65,088","71,596","78,105","84,614","91,123"
157,Genesis,GV70,-,Korea,3500,-,-,-,-,-,-,"40,000","44,000","48,000","52,000"
,,,,,,,,,,,,"52,070","57,277","62,484","67,691"
158,Genesis,G80/ GV80,-,Korea,3500,"26,000","29,000","32,000","35,000","38,000","41,000","45,000","50,000","55,000","60,000"
,,,,,,"33,846","37,751","41,656","45,561","49,467","53,372","58,579","65,088","71,596","78,105"
159,Genesis,G90,-,Korea,3500,-,-,-,-,-,-,-,"65,000","70,000","75,000"
,,,,,,,,,,,,,"84,614","91,123","97,631"
160,Genesis,G90,-,Korea,5000,"41,500","44,600","47,700","50,800","53,900","57,000","60,100","63,200","66,300","71,000"
,,,,,,"54,023","58,058","62,093","66,129","70,164","74,200","78,235","82,271","86,306","92,424"
161,GMC,Hummer EV,-,USA,Electric,-,-,-,-,-,-,-,"80,000","90,000","100,000"
,,(SUV),,,,,,,,,,,"50,680","57,015","63,350"
162,GMC,Terrain,-,USA,1500,"12,000","13,000","14,000","16,000","18,000","20,000","22,000","24,000","26,000","28,000"
,,,,,,"14,730","15,958","17,185","19,640","22,095","24,550","27,005","29,460","31,915","34,370"
163,GMC,Acadia,-,USA,2000,"17,000","18,000","19,000","20,000","22,000","24,000","26,000","28,000","30,000","32,000"
,,,,,,"20,868","22,095","23,323","24,550","27,005","29,460","31,915","34,370","36,825","39,280"
164,GMC,Canyon,-,USA,3600,"26,000","27,000","28,000","29,000","30,000","31,000","32,000","33,000","34,000","35,000"
,,,,,,"33,846","35,147","36,449","37,751","39,053","40,354","41,656","42,958","44,260","45,561"
165,GMC,Acadia,-,USA,3600,"26,000","27,000","28,000","29,000","30,000","32,000","34,000","36,000","38,000","40,000"
,,,,,,"33,846","35,147","36,449","37,751","39,053","41,656","44,260","46,863","49,467","52,070"
166,GMC,Yukon,SLE/ SLT/ AT4,USA,3.0l/5.3l,"52,200","52,700","53,200","53,700","54,200","54,700","55,200","55,700","56,200","57,000"
,,,,,,"64,076","64,689","65,303","65,917","66,531","67,144","67,758","68,372","68,986","69,968"
167,GMC,Yukon,Denali,USA,3.0l/6.2l,"52,000","53,000","54,000","56,000","58,000","60,000","63,000","66,000","69,000","72,000"
,,,,,,"63,830","65,058","66,285","68,740","71,195","73,650","77,333","81,015","84,698","88,380"
168,Honda,E NS1/ E NS2,2WD,China,Electric,-,-,-,-,-,-,-,"18,000","20,000","22,000"
,,,,,,,,,,,,,"11,403","12,670","13,937"
169,Honda,E NS1/ E NS2,4WD,China,Electric,-,-,-,-,-,-,-,"20,000","22,000","24,000"
,,,,,,,,,,,,,"12,670","13,937","15,204"
170,Honda,E NP1/ E NP2,2WD,China,Electric,-,-,-,-,-,"17,000","19,000","21,000","23,000","25,000"
,,,,,,,,,,,"10,770","12,037","13,304","14,571","15,838"
171,Honda,E NP1/ E NP2,4WD,China,Electric,-,-,-,-,-,"19,000","21,000","23,000","25,000","27,000"
,,,,,,,,,,,"12,037","13,304","14,571","15,838","17,105"
172,Honda,City,-,Thailand,1200,"7,500","7,800","8,300","8,800","9,300","9,800","10,300","10,800","11,300","12,000"
,,,,,,"9,206","9,575","10,188","10,802","11,416","12,030","12,643","13,257","13,871","14,730"
173,Honda,City,-,Thailand,1500,"8,000","9,000","10,000","10,500","11,000","11,500","12,000","12,500","13,000","14,000"
,,,,,,"9,820","11,048","12,275","12,889","13,503","14,116","14,730","15,344","15,958","17,185"
174,Honda,Civic Turbo,-,Thailand,1500,"12,000","13,000","14,000","15,000","16,000","17,000","18,000","19,000","20,000","21,000"
,,,,,,"14,730","15,958","17,185","18,413","19,640","20,868","22,095","23,323","24,550","25,778"
175,Honda,HR-V Turbo,-,Thailand,1500,"12,000","13,000","14,000","15,000","16,000","17,000","18,000","19,000","20,000","21,000"
,,,,,,"14,730","15,958","17,185","18,413","19,640","20,868","22,095","23,323","24,550","25,778"
176,Honda,HR-V,-,Thailand,1800,"11,000","11,400","12,000","12,600","13,200","13,800","14,400","15,000","15,600","16,500"
,,,,,,"13,503","13,994","14,730","15,467","16,203","16,940","17,676","18,413","19,149","20,254"
177,Honda,CRV,-,Thailand,2000,"13,500","14,400","15,300","16,200","17,100","18,000","18,900","19,800","20,700","22,000"
,,,,,,"16,571","17,676","18,781","19,886","20,990","22,095","23,200","24,305","25,409","27,005"
178,Honda,Civic,-,Japan/USA,2000,"14,000","15,000","16,000","17,000","18,000","19,000","20,000","21,000","22,000","23,000"
,,,,,,"17,185","18,413","19,640","20,868","22,095","23,323","24,550","25,778","27,005","28,233"
179,Honda,Accord,-,Japan/USA,2400,"15,300","16,100","16,900","17,700","18,500","19,300","20,100","20,900","21,700","23,000"
,,,,,,"18,781","19,763","20,745","21,727","22,709","23,691","24,673","25,655","26,637","28,233"
180,Honda,Accord/ Odyssey/,-,Japan/USA,3500,"24,600","25,900","27,200","28,500","29,800","31,100","32,400","33,700","35,000","37,000"
,,Pilot,,,,"32,023","33,715","35,408","37,100","38,792","40,484","42,177","43,869","45,561","48,165"
181,Hyundai,Kona EV,-,Korea,Electric,"8,000","9,000","10,000","12,000","14,000","16,000","19,000","21,000","23,000","25,000"
,,,,,,"5,068","5,702","6,335","7,602","8,869","10,136","12,037","13,304","14,571","15,838"
182,Hyundai,Ioniq,6-May,Korea,Electric,"13,000","15,000","17,000","19,000","21,000","23,000","25,000","28,000","31,000","34,000"
,,,,,,"8,236","9,503","10,770","12,037","13,304","14,571","15,838","17,738","19,639","21,539"
183,Hyundai,Tucson,-,Korea,Electric,"15,000","17,000","19,000","22,000","26,000","30,000","34,000","37,000","41,000","45,000"
,,,,,,"9,503","10,770","12,037","13,937","16,471","19,005","21,539","23,440","25,974","28,508"
184,Hyundai,Venue/ Accent,-,Korea,1000,"6,100","6,400","6,700","7,000","7,300","7,600","7,900","8,200","8,500","9,000"
,,,,,,"4,770","5,005","5,239","5,474","5,709","5,943","6,178","6,412","6,647","7,038"
185,Hyundai,Venue/ Accent,-,Korea,1200,"7,400","7,600","7,800","8,100","8,400","8,700","9,000","9,300","9,600","10,000"
,,,,,,"9,084","9,329","9,575","9,943","10,311","10,679","11,048","11,416","11,784","12,275"
186,Hyundai,Creta/ Stargazer,-,Korea,1500,"7,400","8,200","9,000","9,800","10,600","11,400","12,200","13,000","13,800","15,000"
,,,,,,"9,084","10,066","11,048","12,030","13,012","13,994","14,976","15,958","16,940","18,413"
187,Hyundai,Custo/ Custin,-,Korea,1500,"7,400","8,200","9,000","9,800","10,600","11,400","12,200","13,000","13,800","15,000"
,,,,,,"9,084","10,066","11,048","12,030","13,012","13,994","14,976","15,958","16,940","18,413"
188,Hyundai,Venue/ Accent,-,Korea,1600,"9,200","9,600","10,000","10,400","10,800","11,200","11,600","12,000","12,400","13,000"
,,,,,,"11,293","11,784","12,275","12,766","13,257","13,748","14,239","14,730","15,221","15,958"
189,Hyundai,"Elantra/ Kona/ 
Veloster/ Tucson",-,Korea,1600,"9,800","10,500","11,200","11,900","12,600","13,300","14,000","14,700","15,400","16,500"
,,,,,,"12,030","12,889","13,748","14,607","15,467","16,326","17,185","18,044","18,904","20,254"
190,Hyundai,Custo/ Kona/,-,Korea,2000,"13,300","13,800","14,300","14,800","15,300","15,800","16,300","16,800","17,300","18,000"
,,Tucson,,,,"16,326","16,940","17,553","18,167","18,781","19,395","20,008","20,622","21,236","22,095"
191,Hyundai,Veloster/ Elantra/,-,Korea,2000,"13,300","13,800","14,300","14,800","15,300","15,800","16,300","16,800","17,300","18,000"
,,Sonata,,,,"16,326","16,940","17,553","18,167","18,781","19,395","20,008","20,622","21,236","22,095"
192,Hyundai,Santa Fe,-,Korea,2200,"15,200","15,800","16,400","17,000","17,600","18,200","18,800","19,400","20,000","21,000"
,,,,,,"18,658","19,395","20,131","20,868","21,604","22,341","23,077","23,814","24,550","25,778"
193,Hyundai,Staria,7 - 9 កៅអី,Korea,2200,"15,200","16,500","17,800","19,100","20,400","21,700","23,000","24,300","25,600","27,500"
,,,,,,"18,658","20,254","21,850","23,445","25,041","26,637","28,233","29,828","31,424","33,756"
194,Hyundai,Azera/ Santa Fe,-,Korea,2400,"15,300","16,100","16,900","17,700","18,500","19,300","20,100","20,900","21,700","23,000"
,,,,,,"18,781","19,763","20,745","21,727","22,709","23,691","24,673","25,655","26,637","28,233"
195,Hyundai,Sonata/ Santa Fe,-,Korea,2500,"18,300","18,900","19,500","20,100","20,700","21,300","21,900","22,500","23,100","24,000"
,,,,,,"22,463","23,200","23,936","24,673","25,409","26,146","26,882","27,619","28,355","29,460"
196,Hyundai,Grand Starex,-,Korea,2500,"18,400","19,100","19,800","20,500","21,200","21,900","22,600","23,300","24,000","25,000"
,,,,,,"22,586","23,445","24,305","25,164","26,023","26,882","27,742","28,601","29,460","30,688"
197,Hyundai,Azera/ Palisade,-,Korea,3500,"24,300","25,000","25,700","26,400","27,100","27,800","28,500","29,200","29,900","31,000"
,,,,,,"31,633","32,544","33,455","34,366","35,277","36,189","37,100","38,011","38,922","40,354"
198,Hyundai,Palisade,-,Korea,3800,"24,300","25,100","25,900","26,700","27,500","28,300","29,100","29,900","30,700","32,000"
,,,,,,"31,633","32,674","33,715","34,757","35,798","36,840","37,881","38,922","39,964","41,656"
199,Infiniti,QX50,-,Japan/USA,2000,"15,000","17,000","19,000","21,000","23,000","25,000","27,000","29,000","31,000","33,000"
,,,,,,"18,413","20,868","23,323","25,778","28,233","30,688","33,143","35,598","38,053","40,508"
200,Infiniti,QX55,-,Japan/USA,2000,-,-,-,-,-,-,"38,000","41,000","44,000","47,000"
,,,,,,,,,,,,"46,645","50,328","54,010","57,693"
201,Infiniti,Q50/ Q60,-,Japan/USA,3000,"21,000","23,000","25,000","27,000","29,000","31,000","33,000","35,000","37,000","39,000"
,,,,,,"25,778","28,233","30,688","33,143","35,598","38,053","40,508","42,963","45,418","47,873"
202,Infiniti,QX60,-,Japan/USA,3500,"25,000","27,000","29,000","31,000","33,000","35,000","37,000","39,000","41,000","43,000"
,,,,,,"32,544","35,147","37,751","40,354","42,958","45,561","48,165","50,768","53,372","55,975"
203,Infiniti,QX80,-,Japan/USA,3500,-,-,-,-,-,-,-,"62,000","66,000","70,000"
,,,,,,,,,,,,,"80,709","85,916","91,123"
204,Infiniti,QX80,-,Japan/USA,5600,-,-,-,-,"46,000","50,000","54,000","58,000","62,000","66,000"
,,,,,,,,,,"59,881","65,088","70,295","75,502","80,709","85,916"
205,Isuzu,MU-X,-,Thailand,2000,"13,400","14,200","15,000","15,800","16,600","17,400","18,200","19,000","19,800","21,000"
,,,,,,"16,449","17,431","18,413","19,395","20,377","21,359","22,341","23,323","24,305","25,778"
206,Isuzu,MU-X,-,Thailand,3000,"18,800","19,500","20,200","20,900","21,600","22,300","23,000","23,700","24,400","25,500"
,,,,,,"23,077","23,936","24,796","25,655","26,514","27,373","28,233","29,092","29,951","31,301"
207,Jaguar,I Pace,-,USA/EU,Electric,"25,000","30,000","35,000","40,000","45,000","50,000","55,000","59,000","63,000","67,000"
,,,,,,"15,838","19,005","22,173","25,340","28,508","31,675","34,843","37,377","39,911","42,445"
208,Jaguar,XE,-,USA/EU,2000,"17,000","19,000","21,000","24,000","27,000","29,000","31,000","33,000","35,000","37,000"
,,,,,,"20,868","23,323","25,778","29,460","33,143","35,598","38,053","40,508","42,963","45,418"
209,Jaguar,E Pace/ XF,-,USA/EU,2000,"17,000","19,000","21,000","25,000","28,000","30,000","32,000","34,000","36,000","38,000"
,,,,,,"20,868","23,323","25,778","30,688","34,370","36,825","39,280","41,735","44,190","46,645"
210,Jaguar,F Pace,Dynamic/,USA/EU,2000,"17,000","19,000","22,000","25,000","28,000","32,000","35,000","38,000","42,000","45,000"
,,,Dynamic S,,,"20,868","23,323","27,005","30,688","34,370","39,280","42,963","46,645","51,555","55,238"
211,Jaguar,F Pace,PHEV,USA/EU,2000,"19,000","22,000","26,000","30,000","34,000","38,000","42,000","46,000","51,000","56,000"
,,,,,,"23,323","27,005","31,915","36,825","41,735","46,645","51,555","56,465","62,603","68,740"
212,Jaguar,F Type/ XJ,-,USA/EU,2000,"19,260","25,440","31,620","37,800","44,000","48,000","53,000","57,000","61,000","65,000"
,,,,,,"23,642","31,228","38,814","46,400","54,010","58,920","65,058","69,968","74,878","79,788"
213,Jaguar,XF,-,USA/EU,3000,"22,000","25,000","28,000","31,000","34,000","37,000","40,000","44,000","48,000","52,000"
,,,,,,"27,005","30,688","34,370","38,053","41,735","45,418","49,100","54,010","58,920","63,830"
214,Jaguar,F Pace MHEV,S/ SE/ Dynamic S/,USA/EU,3000,"25,000","28,000","31,000","34,000","37,000","40,000","43,000","47,000","51,000","55,000"
,,,Dynamic SE,,,"30,688","34,370","38,053","41,735","45,418","49,100","52,783","57,693","62,603","67,513"
215,Jaguar,F Pace MHEV,Sport/ HSE/,USA/EU,3000,"27,000","30,000","33,000","36,000","40,000","44,000","49,000","53,000","57,000","61,000"
,,,Dynamic HSE,,,"33,143","36,825","40,508","44,190","49,100","54,010","60,148","65,058","69,968","74,878"
216,Jaguar,F Type/ XJ,-,USA/EU,3000,"24,860","31,640","38,420","45,200","52,000","56,000","60,000","64,000","68,000","72,000"
,,,,,,"30,516","38,838","47,161","55,483","63,830","68,740","73,650","78,560","83,470","88,380"
217,Jaguar,F Pace,SVR,USA/EU,5000,"45,000","49,000","52,000","55,000","58,000","61,000","65,000","70,000","75,000","80,000"
,,,,,,"58,579","63,786","67,691","71,596","75,502","79,407","84,614","91,123","97,631","104,140"
218,Jaguar,F Type,75/ Dynamic,USA/EU,5000,"45,000","49,000","52,000","55,000","58,000","61,000","65,000","70,000","75,000","80,000"
,,,,,,"58,579","63,786","67,691","71,596","75,502","79,407","84,614","91,123","97,631","104,140"
219,Jaguar,F Type,R75/ SVR,USA/EU,5000,"48,000","52,000","56,000","60,000","65,000","70,000","75,000","80,000","85,000","90,000"
,,,,,,"62,484","67,691","72,898","78,105","84,614","91,123","97,631","104,140","110,649","117,158"
220,Jeep,"Cherokee/ 
Compass/",-,USA/EU,2000,"14,000","15,000","16,000","17,000","18,000","19,000","20,000","21,000","22,000","24,000"
,,,,,,"17,185","18,413","19,640","20,868","22,095","23,323","24,550","25,778","27,005","29,460"
221,Jeep,Wrangler,Sport (S)/,USA/EU,2000,"16,000","17,000","19,000","21,000","23,000","25,000","27,000","29,000","31,000","33,000"
